kernel_major,kernel_minor,kernel_patch,suid_pkexec,suid_su,suid_sudo,suid_mount,suid_passwd,suid_chsh,suid_total_count,sudo_has_all,sudo_has_nopasswd,euid_is_root,risk_label,kernel_flavor_debian,kernel_flavor_kali-amd64,kernel_flavor_rhel,kernel_flavor_standard,kernel_flavor_ubuntu
4,2,0,1,1,1,1,1,1,36,1,1,0,2,0,1,0,0,0
6,14,1,0,1,1,0,1,0,13,0,0,0,0,0,0,0,1,0
4,9,5,1,1,1,1,1,1,54,1,1,0,2,0,0,0,0,1
6,4,7,1,1,1,1,1,1,30,0,0,0,2,0,1,0,0,0
6,9,1,0,1,1,1,1,1,27,0,0,0,1,0,0,0,0,1
6,6,7,0,1,1,1,1,1,29,0,0,0,1,1,0,0,0,0
5,20,4,0,1,1,0,1,0,15,0,0,0,0,0,0,0,1,0
4,1,5,1,1,1,1,1,1,30,1,0,0,2,0,0,0,0,1
5,12,7,0,1,1,1,1,1,41,1,0,0,2,0,0,0,0,1
5,9,7,0,1,1,1,1,1,21,0,0,0,1,0,0,0,0,1
5,17,2,0,1,1,1,1,1,34,1,0,0,1,0,0,0,0,1
6,12,8,1,1,1,1,1,1,22,1,0,0,1,0,0,0,0,1
4,3,0,1,1,1,1,1,1,47,1,0,0,2,0,0,0,0,1
6,10,10,0,1,1,0,1,0,18,0,0,0,0,0,0,1,0,0
5,18,1,1,1,1,1,1,1,20,0,0,0,1,0,0,0,0,1
6,18,1,0,1,1,1,1,1,20,0,0,0,1,0,0,0,0,1
6,12,7,0,1,1,1,1,1,30,0,0,0,1,1,0,0,0,0
5,15,3,0,1,1,1,1,1,18,0,0,0,1,1,0,0,0,0
4,4,4,1,1,1,1,1,1,36,1,0,0,2,0,0,0,0,1
4,15,1,0,1,1,1,1,1,46,1,0,0,2,0,1,0,0,0
5,17,8,0,1,1,1,1,1,22,0,0,0,1,0,0,0,0,1
5,14,4,0,1,1,0,1,0,15,0,0,0,0,0,0,0,1,0
5,15,9,0,1,1,1,1,1,25,0,0,0,1,0,0,0,0,1
5,2,4,1,1,1,1,1,1,56,1,1,0,2,0,0,0,0,1
6,16,2,1,1,1,1,1,1,24,0,1,0,1,1,0,0,0,0
5,21,5,0,1,1,0,1,0,18,0,0,0,0,0,0,0,1,0
6,19,7,0,1,1,1,1,1,29,1,1,0,1,0,0,0,0,1
6,13,8,0,1,1,1,1,1,18,0,0,0,1,1,0,0,0,0
5,13,1,0,1,1,0,1,0,11,0,0,0,0,0,0,1,0,0
5,21,0,0,1,1,0,1,0,15,0,0,0,0,0,0,1,0,0
5,7,3,0,1,1,1,1,1,33,0,0,0,1,0,0,0,0,1
6,6,2,0,1,1,1,1,1,23,0,0,0,1,1,0,0,0,0
6,8,8,0,1,1,1,1,1,26,0,0,0,1,0,0,0,0,1
6,15,3,0,1,1,1,1,1,22,0,0,0,1,1,0,0,0,0
6,11,3,0,1,1,0,1,0,13,0,0,0,0,0,0,0,1,0
5,8,0,1,1,1,1,1,1,53,1,1,0,2,0,1,0,0,0
5,11,6,1,1,1,1,1,1,20,0,0,0,1,1,0,0,0,0
5,18,7,0,1,1,1,1,1,21,0,0,0,1,1,0,0,0,0
5,18,6,0,1,1,1,1,1,22,0,0,0,1,0,0,0,0,1
5,5,2,1,1,1,1,1,1,48,1,0,0,2,0,0,0,0,1
5,11,6,0,1,1,0,1,0,18,0,0,0,0,0,0,0,1,0
4,11,5,0,1,1,1,1,1,59,1,1,0,2,0,0,0,0,1
4,16,1,1,1,1,1,1,1,43,1,0,0,2,0,1,0,0,0
5,11,8,0,1,1,0,1,0,17,0,0,0,0,0,0,1,0,0
6,12,7,1,1,1,1,1,1,58,1,0,0,2,0,0,0,0,1
5,12,4,0,1,1,1,1,1,39,1,1,0,2,0,1,0,0,0
6,15,7,0,1,1,0,1,0,18,0,0,0,0,0,0,0,1,0
5,17,2,1,1,1,1,1,1,58,1,0,0,2,0,1,0,0,0
5,14,4,1,1,1,1,1,1,32,1,0,0,2,0,0,0,0,1
5,14,6,0,1,1,1,1,1,30,0,1,0,1,0,0,0,0,1
6,9,4,0,1,1,1,1,1,39,1,0,0,2,0,0,0,0,1
6,11,6,0,1,1,0,1,0,10,0,0,0,0,0,0,1,0,0
4,6,3,1,1,1,1,1,1,31,0,0,0,2,0,1,0,0,0
5,12,7,0,1,1,0,1,0,11,0,0,0,0,0,0,1,0,0
6,16,7,0,1,1,0,1,0,17,0,0,0,0,0,0,1,0,0
6,10,0,1,1,1,1,1,1,25,1,0,0,1,0,0,0,0,1
5,12,2,0,1,1,0,1,0,16,0,0,0,0,0,0,0,1,0
5,16,0,1,1,1,1,1,1,57,1,1,0,2,0,0,0,0,1
6,7,8,0,1,1,1,1,1,30,0,0,0,1,0,0,0,0,1
5,11,0,1,1,1,1,1,1,33,0,0,0,1,1,0,0,0,0
6,1,1,0,1,1,1,1,1,33,1,1,0,2,0,1,0,0,0
5,20,6,0,1,1,0,1,0,19,0,0,0,0,0,0,1,0,0
5,17,4,0,1,1,1,1,1,29,0,0,0,1,1,0,0,0,0
6,8,8,0,1,1,1,1,1,18,0,0,0,1,0,0,0,0,1
5,19,3,0,1,1,0,1,0,17,0,0,0,0,0,0,0,1,0
5,15,8,0,1,1,1,1,1,24,1,0,0,1,0,0,0,0,1
6,10,4,0,1,1,0,1,0,13,0,0,0,0,0,0,1,0,0
5,19,2,0,1,1,0,1,0,13,0,0,0,0,0,0,1,0,0
6,16,4,0,1,1,1,1,1,19,0,0,0,1,1,0,0,0,0
5,19,9,0,1,1,0,1,0,12,0,0,0,0,0,0,0,1,0
5,14,9,0,1,1,1,1,1,25,0,0,0,1,1,0,0,0,0
5,14,4,0,1,1,1,1,1,29,0,0,0,1,1,0,0,0,0
5,13,2,1,1,1,1,1,1,59,1,0,0,2,0,0,0,0,1
6,18,6,0,1,1,0,1,0,11,0,0,0,0,0,0,0,1,0
6,5,8,1,1,1,1,1,1,30,0,0,0,1,1,0,0,0,0
6,8,6,0,1,1,1,1,1,30,0,0,0,1,0,0,0,0,1
6,16,4,0,1,1,1,1,1,31,0,0,0,1,1,0,0,0,0
6,6,7,0,1,1,1,1,1,30,1,0,0,2,0,0,0,0,1
6,13,7,0,1,1,0,1,0,18,0,0,0,0,0,0,0,1,0
4,6,3,1,1,1,1,1,1,53,0,0,0,2,0,0,0,0,1
5,14,0,0,1,1,1,1,1,27,0,0,0,1,0,0,0,0,1
5,10,1,0,1,1,0,1,0,12,0,0,0,0,0,0,1,0,0
5,13,5,0,1,1,0,1,0,18,0,0,0,0,0,0,0,1,0
6,19,4,0,1,1,1,1,1,21,0,0,0,1,0,0,0,0,1
5,15,8,0,1,1,1,1,1,30,0,0,0,1,1,0,0,0,0
5,6,1,1,1,1,1,1,1,27,1,0,0,1,0,0,0,0,1
6,13,4,0,1,1,1,1,1,27,0,0,0,1,1,0,0,0,0
6,15,2,0,1,1,1,1,1,26,1,0,0,1,1,0,0,0,0
4,12,3,1,1,1,1,1,1,42,0,1,0,2,0,1,0,0,0
6,19,9,0,1,1,0,1,0,15,0,0,0,0,0,0,1,0,0
5,14,6,0,1,1,0,1,0,17,0,0,0,0,0,0,1,0,0
5,14,4,0,1,1,1,1,1,25,1,0,0,1,0,0,0,0,1
6,13,7,0,1,1,1,1,1,29,0,0,0,1,1,0,0,0,0
5,0,0,1,1,1,1,1,1,57,1,0,0,2,0,0,0,0,1
5,19,10,0,1,1,0,1,0,15,0,0,0,0,0,0,1,0,0
6,3,5,0,1,1,1,1,1,43,1,0,0,2,0,0,0,0,1
6,8,9,0,1,1,1,1,1,33,0,0,0,1,1,0,0,0,0
5,12,1,1,1,1,1,1,1,56,1,1,0,2,0,0,0,0,1
5,17,5,1,1,1,1,1,1,42,0,0,0,2,0,0,0,0,1
6,11,9,0,1,1,1,1,1,29,0,0,0,1,1,0,0,0,0
5,19,11,0,1,1,0,1,0,13,0,0,0,0,0,0,1,0,0
5,12,5,0,1,1,0,1,0,14,0,0,0,0,0,0,0,1,0
5,14,4,0,1,1,0,1,0,10,0,0,0,0,0,0,1,0,0
4,11,6,1,1,1,1,1,1,55,0,0,0,2,0,1,0,0,0
4,0,6,1,1,1,1,1,1,35,1,0,0,2,0,0,0,0,1
4,5,5,1,1,1,1,1,1,58,1,0,0,2,0,0,0,0,1
5,19,1,0,1,1,1,1,1,34,0,0,0,1,0,0,0,0,1
4,12,1,1,1,1,1,1,1,40,1,0,0,2,0,1,0,0,0
5,10,6,0,1,1,0,1,0,17,0,0,0,0,0,0,0,1,0
6,11,3,0,1,1,0,1,0,11,0,0,0,0,0,0,1,0,0
5,14,1,1,1,1,1,1,1,51,0,1,0,2,0,1,0,0,0
6,20,1,0,1,1,0,1,0,14,0,0,0,0,0,0,0,1,0
5,9,1,1,1,1,1,1,1,42,1,0,0,2,0,0,0,0,1
6,9,8,0,1,1,1,1,1,23,0,0,0,1,0,0,0,0,1
6,10,4,0,1,1,1,1,1,27,0,0,0,1,0,0,0,0,1
6,1,6,1,1,1,1,1,1,33,0,1,0,2,0,1,0,0,0
5,0,0,1,1,1,1,1,1,42,1,0,0,2,0,0,0,0,1
4,13,0,1,1,1,1,1,1,43,0,1,0,2,0,0,0,0,1
6,8,9,0,1,1,1,1,1,34,0,0,0,1,1,0,0,0,0
4,2,5,0,1,1,1,1,1,30,1,0,0,2,0,0,0,0,1
5,17,7,0,1,1,0,1,0,14,0,0,0,0,0,0,1,0,0
6,8,1,0,1,1,1,1,1,23,0,0,0,1,0,0,0,0,1
6,15,8,0,1,1,0,1,0,12,0,0,0,0,0,0,0,1,0
6,16,4,0,1,1,0,1,0,19,0,0,0,0,0,0,1,0,0
6,21,0,0,1,1,0,1,0,13,0,0,0,0,0,0,1,0,0
6,2,2,1,1,1,1,1,1,52,0,0,0,2,0,1,0,0,0
5,13,7,0,1,1,0,1,0,12,0,0,0,0,0,0,1,0,0
5,18,8,0,1,1,0,1,0,16,0,0,0,0,0,0,1,0,0
5,10,0,0,1,1,1,1,1,33,0,0,0,1,1,0,0,0,0
5,7,5,1,1,1,1,1,1,58,1,0,0,2,0,0,0,0,1
6,11,4,0,1,1,0,1,0,18,0,0,0,0,0,0,1,0,0
4,7,6,1,1,1,1,1,1,40,1,0,0,2,0,1,0,0,0
5,12,6,1,1,1,1,1,1,30,1,1,0,2,0,1,0,0,0
5,8,4,0,1,1,1,1,1,33,0,0,0,1,1,0,0,0,0
5,4,6,1,1,1,1,1,1,51,1,1,0,2,0,0,0,0,1
6,8,5,1,1,1,1,1,1,32,0,0,0,1,0,0,0,0,1
6,12,1,1,1,1,1,1,1,40,1,1,0,2,0,0,0,0,1
6,13,6,1,1,1,1,1,1,35,0,0,0,2,0,0,0,0,1
4,12,0,1,1,1,1,1,1,43,0,0,0,2,0,0,0,0,1
5,3,7,1,1,1,1,1,1,44,1,1,0,2,0,0,0,0,1
5,3,1,1,1,1,1,1,1,54,0,0,0,2,0,0,0,0,1
6,8,3,0,1,1,1,1,1,31,1,0,0,1,1,0,0,0,0
5,10,0,0,1,1,0,1,0,11,0,0,0,0,0,0,1,0,0
6,19,5,0,1,1,1,1,1,28,0,0,0,1,1,0,0,0,0
6,14,3,0,1,1,1,1,1,56,1,0,0,2,0,0,0,0,1
5,13,8,1,1,1,1,1,1,34,1,0,0,1,1,0,0,0,0
4,5,2,1,1,1,1,1,1,31,1,0,0,2,0,0,0,0,1
5,13,0,0,1,1,1,1,1,18,0,0,0,1,1,0,0,0,0
6,16,9,0,1,1,1,1,1,28,0,0,0,1,1,0,0,0,0
5,21,11,0,1,1,0,1,0,18,0,0,0,0,0,0,1,0,0
4,14,1,1,1,1,1,1,1,37,1,0,0,2,0,0,0,0,1
5,8,7,0,1,1,1,1,1,24,0,0,0,1,0,0,0,0,1
6,14,6,1,1,1,1,1,1,57,1,0,0,2,0,1,0,0,0
5,9,2,1,1,1,1,1,1,40,1,0,0,2,0,1,0,0,0
6,15,8,0,1,1,0,1,0,17,0,0,0,0,0,0,1,0,0
6,19,0,0,1,1,1,1,1,23,0,0,0,1,0,0,0,0,1
5,0,6,1,1,1,1,1,1,55,1,1,0,2,0,1,0,0,0
4,3,1,1,1,1,1,1,1,30,1,0,0,2,0,0,0,0,1
6,15,5,0,1,1,0,1,0,11,0,0,0,0,0,0,1,0,0
5,10,2,0,1,1,0,1,0,15,0,0,0,0,0,0,0,1,0
5,20,7,0,1,1,0,1,0,12,0,0,0,0,0,0,1,0,0
6,10,7,0,1,1,1,1,1,55,1,0,0,2,0,1,0,0,0
6,13,2,0,1,1,0,1,0,13,0,0,0,0,0,0,0,1,0
6,1,2,1,1,1,1,1,1,54,1,0,0,2,0,0,0,0,1
6,10,0,0,1,1,1,1,1,53,0,1,0,2,0,1,0,0,0
5,19,3,0,1,1,0,1,0,17,0,0,0,0,0,0,1,0,0
5,7,4,0,1,1,1,1,1,58,1,1,0,2,0,1,0,0,0
5,15,1,1,1,1,1,1,1,39,1,1,0,2,0,0,0,0,1
4,1,4,1,1,1,1,1,1,38,0,0,0,2,0,1,0,0,0
6,14,5,0,1,1,0,1,0,17,0,0,0,0,0,0,0,1,0
5,14,2,0,1,1,0,1,0,15,0,0,0,0,0,0,1,0,0
5,13,1,0,1,1,1,1,1,30,1,0,0,1,1,0,0,0,0
6,3,6,1,1,1,1,1,1,42,1,0,0,2,0,0,0,0,1
6,9,2,0,1,1,1,1,1,30,0,0,0,1,1,0,0,0,0
5,5,4,1,1,1,1,1,1,47,1,1,0,2,0,1,0,0,0
5,7,5,0,1,1,1,1,1,21,0,0,0,1,1,0,0,0,0
5,16,5,0,1,1,0,1,0,17,0,0,0,0,0,0,0,1,0
5,15,0,1,1,1,1,1,1,49,1,1,0,2,0,1,0,0,0
5,20,5,0,1,1,0,1,0,17,0,0,0,0,0,0,0,1,0
5,11,9,0,1,1,0,1,0,12,0,0,0,0,0,0,0,1,0
5,11,6,0,1,1,0,1,0,19,0,0,0,0,0,0,1,0,0
6,10,6,0,1,1,1,1,1,22,0,0,0,1,1,0,0,0,0
5,12,7,0,1,1,1,1,1,33,1,0,0,2,0,1,0,0,0
4,9,5,1,1,1,1,1,1,31,1,1,0,2,0,0,0,0,1
5,11,8,0,1,1,1,1,1,21,0,0,0,1,1,0,0,0,0
6,9,8,0,1,1,1,1,1,27,0,0,0,1,0,0,0,0,1
5,19,9,0,1,1,0,1,0,11,0,0,0,0,0,0,1,0,0
5,8,7,1,1,1,1,1,1,53,1,1,0,2,0,0,0,0,1
6,2,1,0,1,1,1,1,1,40,0,0,0,2,0,0,0,0,1
5,14,8,0,1,1,0,1,0,19,0,0,0,0,0,0,1,0,0
5,20,11,0,1,1,0,1,0,18,0,0,0,0,0,0,1,0,0
5,8,1,0,1,1,1,1,1,21,0,0,0,1,1,0,0,0,0
4,17,3,1,1,1,1,1,1,59,1,1,0,2,0,1,0,0,0
5,12,3,0,1,1,1,1,1,20,0,0,0,1,1,0,0,0,0
5,15,7,0,1,1,0,1,0,15,0,0,0,0,0,0,0,1,0
6,12,4,0,1,1,0,1,0,11,0,0,0,0,0,0,0,1,0
4,4,1,0,1,1,1,1,1,56,1,0,0,2,0,0,0,0,1
6,11,1,1,1,1,1,1,1,36,1,1,0,2,0,0,0,0,1
6,19,5,0,1,1,1,1,1,32,0,0,0,1,0,0,0,0,1
6,19,7,0,1,1,0,1,0,19,0,0,0,0,0,0,0,1,0
6,8,0,0,1,1,1,1,1,20,0,0,0,1,0,0,0,0,1
6,12,3,0,1,1,1,1,1,31,0,0,0,1,1,0,0,0,0
6,14,11,0,1,1,0,1,0,12,0,0,0,0,0,0,0,1,0
6,7,2,0,1,1,1,1,1,30,0,0,0,1,0,0,0,0,1
6,14,3,0,1,1,0,1,0,13,0,0,0,0,0,0,0,1,0
6,21,9,0,1,1,0,1,0,14,0,0,0,0,0,0,0,1,0
5,3,2,1,1,1,1,1,1,43,0,0,0,2,0,0,0,0,1
6,18,5,0,1,1,0,1,0,19,0,0,0,0,0,0,1,0,0
6,13,3,0,1,1,0,1,0,15,0,0,0,0,0,0,0,1,0
6,11,7,1,1,1,1,1,1,58,1,0,0,2,0,1,0,0,0
5,18,10,0,1,1,0,1,0,14,0,0,0,0,0,0,0,1,0
5,18,2,0,1,1,1,1,1,21,0,0,0,1,0,0,0,0,1
5,20,2,0,1,1,0,1,0,15,0,0,0,0,0,0,1,0,0
5,5,5,1,1,1,1,1,1,34,1,1,0,2,0,1,0,0,0
5,2,7,1,1,1,1,1,1,58,1,0,0,2,0,0,0,0,1
6,1,1,1,1,1,1,1,1,48,1,1,0,2,0,0,0,0,1
5,11,7,0,1,1,0,1,0,18,0,0,0,0,0,0,0,1,0
5,11,0,1,1,1,1,1,1,48,0,0,0,2,0,1,0,0,0
5,13,4,0,1,1,1,1,1,19,0,0,0,1,1,0,0,0,0
5,12,4,0,1,1,0,1,0,11,0,0,0,0,0,0,0,1,0
6,14,5,0,1,1,1,1,1,31,0,0,0,1,1,0,0,0,0
6,16,2,0,1,1,0,1,0,16,0,0,0,0,0,0,0,1,0
6,12,5,0,1,1,0,1,0,10,0,0,0,0,0,0,0,1,0
6,11,0,0,1,1,1,1,1,31,0,0,0,1,0,0,0,0,1
6,3,3,1,1,1,1,1,1,31,1,0,0,2,0,1,0,0,0
5,5,2,0,1,1,1,1,1,19,0,1,0,1,0,0,0,0,1
4,3,3,0,1,1,1,1,1,35,1,1,0,2,0,1,0,0,0
4,16,6,1,1,1,1,1,1,33,0,1,0,2,0,1,0,0,0
5,3,2,1,1,1,1,1,1,31,1,1,0,2,0,1,0,0,0
6,19,1,0,1,1,0,1,0,13,0,0,0,0,0,0,1,0,0
4,4,2,1,1,1,1,1,1,39,1,0,0,2,0,0,0,0,1
5,10,5,1,1,1,1,1,1,44,1,0,0,2,0,1,0,0,0
5,8,0,0,1,1,1,1,1,33,0,0,0,1,0,0,0,0,1
5,3,1,1,1,1,1,1,1,57,1,0,0,2,0,1,0,0,0
6,16,4,1,1,1,1,1,1,54,1,0,0,2,0,1,0,0,0
5,14,6,1,1,1,1,1,1,39,0,0,0,2,0,1,0,0,0
5,10,11,0,1,1,0,1,0,11,0,0,0,0,0,0,0,1,0
6,18,8,0,1,1,1,1,1,30,0,0,0,1,1,0,0,0,0
5,16,4,0,1,1,1,1,1,21,0,0,0,1,0,0,0,0,1
4,12,2,1,1,1,1,1,1,30,1,0,0,2,0,0,0,0,1
6,13,1,0,1,1,1,1,1,25,0,0,0,1,1,0,0,0,0
6,13,5,0,1,1,1,1,1,32,0,0,0,1,1,0,0,0,0
6,15,2,0,1,1,1,1,1,29,0,0,0,1,1,0,0,0,0
6,16,1,0,1,1,1,1,1,57,1,0,0,2,0,0,0,0,1
4,5,7,1,1,1,1,1,1,53,1,1,0,2,0,1,0,0,0
6,6,0,1,1,1,1,1,1,41,1,1,0,2,0,1,0,0,0
4,13,5,0,1,1,1,1,1,39,0,0,0,2,0,0,0,0,1
6,11,3,1,1,1,1,1,1,36,1,0,0,2,0,1,0,0,0
6,14,1,1,1,1,1,1,1,31,0,0,0,1,0,0,0,0,1
5,16,2,0,1,1,1,1,1,25,0,0,0,1,0,0,0,0,1
5,7,3,1,1,1,1,1,1,33,1,0,0,2,0,1,0,0,0
5,6,8,1,1,1,1,1,1,30,0,0,0,1,1,0,0,0,0
6,10,2,1,1,1,1,1,1,27,0,0,0,1,1,0,0,0,0
6,17,3,0,1,1,1,1,1,33,0,1,0,1,1,0,0,0,0
4,11,0,0,1,1,1,1,1,52,1,1,0,2,0,1,0,0,0
5,5,1,0,1,1,1,1,1,53,1,0,0,2,0,0,0,0,1
6,16,7,1,1,1,1,1,1,40,1,0,0,2,0,1,0,0,0
5,12,0,0,1,1,1,1,1,32,0,0,0,1,0,0,0,0,1
5,11,6,0,1,1,1,1,1,36,1,0,0,2,0,0,0,0,1
6,9,1,1,1,1,1,1,1,28,0,0,0,1,1,0,0,0,0
6,12,4,1,1,1,1,1,1,47,1,0,0,2,0,0,0,0,1
6,5,7,0,1,1,1,1,1,32,0,0,0,1,1,0,0,0,0
5,1,1,1,1,1,1,1,1,48,1,1,0,2,0,0,0,0,1
5,13,0,0,1,1,0,1,0,13,0,0,0,0,0,0,1,0,0
6,18,5,0,1,1,0,1,0,18,0,0,0,0,0,0,1,0,0
6,4,5,1,1,1,1,1,1,34,1,1,0,2,0,0,0,0,1
6,18,1,0,1,1,1,1,1,21,0,0,0,1,1,0,0,0,0
4,15,7,1,1,1,1,1,1,49,1,0,0,2,0,1,0,0,0
6,15,8,0,1,1,1,1,1,33,0,0,0,1,0,0,0,0,1
5,19,9,0,1,1,1,1,1,20,0,0,0,1,0,0,0,0,1
5,13,7,0,1,1,1,1,1,34,0,0,0,1,1,0,0,0,0
6,9,7,1,1,1,1,1,1,55,1,0,0,2,0,0,0,0,1
6,12,2,0,1,1,0,1,0,14,0,0,0,0,0,0,1,0,0
6,10,4,0,1,1,0,1,0,10,0,0,0,0,0,0,1,0,0
5,9,3,0,1,1,1,1,1,28,0,0,0,1,1,0,0,0,0
6,11,1,0,1,1,1,1,1,30,0,0,0,1,0,0,0,0,1
6,20,8,0,1,1,0,1,0,19,0,0,0,0,0,0,1,0,0
5,17,4,0,1,1,1,1,1,19,0,0,0,1,0,0,0,0,1
4,11,1,1,1,1,1,1,1,38,0,0,0,2,0,1,0,0,0
4,6,4,1,1,1,1,1,1,31,1,0,0,2,0,1,0,0,0
4,9,4,0,1,1,1,1,1,37,1,1,0,2,0,1,0,0,0
5,14,8,0,1,1,1,1,1,33,0,0,0,1,0,0,0,0,1
6,12,4,0,1,1,1,1,1,29,1,0,0,1,1,0,0,0,0
5,10,2,0,1,1,1,1,1,26,0,0,0,1,0,0,0,0,1
5,8,6,0,1,1,1,1,1,20,0,0,0,1,0,0,0,0,1
6,8,4,0,1,1,1,1,1,28,0,0,0,1,1,0,0,0,0
6,10,7,0,1,1,0,1,0,15,0,0,0,0,0,0,1,0,0
6,6,7,0,1,1,1,1,1,34,1,0,0,1,0,0,0,0,1
6,11,0,0,1,1,0,1,0,17,0,0,0,0,0,0,1,0,0
5,14,9,0,1,1,1,1,1,18,1,0,0,1,0,0,0,0,1
5,10,6,1,1,1,1,1,1,30,1,0,0,2,0,0,0,0,1
6,17,6,1,1,1,1,1,1,58,0,1,0,2,0,0,0,0,1
5,9,0,0,1,1,1,1,1,28,1,1,0,1,0,0,0,0,1
5,15,7,0,1,1,1,1,1,29,0,0,0,1,0,0,0,0,1
5,19,4,0,1,1,0,1,0,16,0,0,0,0,0,0,1,0,0
5,19,5,0,1,1,0,1,0,10,0,0,0,0,0,0,1,0,0
6,7,4,1,1,1,1,1,1,55,0,0,0,2,0,1,0,0,0
5,10,8,0,1,1,0,1,0,12,0,0,0,0,0,0,1,0,0
5,17,0,1,1,1,1,1,1,45,1,0,0,2,0,1,0,0,0
6,21,7,0,1,1,0,1,0,11,0,0,0,0,0,0,0,1,0
6,12,7,0,1,1,0,1,0,16,0,0,0,0,0,0,1,0,0
5,16,10,0,1,1,0,1,0,15,0,0,0,0,0,0,0,1,0
6,12,1,0,1,1,0,1,0,11,0,0,0,0,0,0,1,0,0
5,17,1,0,1,1,0,1,0,18,0,0,0,0,0,0,0,1,0
6,17,1,0,1,1,1,1,1,22,0,0,0,1,1,0,0,0,0
5,15,0,1,1,1,1,1,1,58,1,0,0,2,0,0,0,0,1
4,0,6,1,1,1,1,1,1,33,1,0,0,2,0,0,0,0,1
6,18,2,0,1,1,1,1,1,25,1,0,0,1,1,0,0,0,0
4,2,1,1,1,1,1,1,1,44,1,0,0,2,0,1,0,0,0
6,1,4,1,1,1,1,1,1,38,1,0,0,2,0,0,0,0,1
6,15,2,0,1,1,1,1,1,34,0,0,0,1,1,0,0,0,0
5,14,2,0,1,1,0,1,0,18,0,0,0,0,0,0,1,0,0
6,16,2,0,1,1,0,1,0,18,0,0,0,0,0,0,1,0,0
6,3,2,1,1,1,1,1,1,33,1,1,0,2,0,1,0,0,0
4,15,2,1,1,1,1,1,1,48,1,0,0,2,0,0,0,0,1
5,17,6,0,1,1,0,1,0,10,0,0,0,0,0,0,0,1,0
5,15,8,0,1,1,0,1,0,12,0,0,0,0,0,0,1,0,0
5,18,8,0,1,1,0,1,0,15,0,0,0,0,0,0,1,0,0
5,9,8,0,1,1,1,1,1,27,0,0,0,1,0,0,0,0,1
6,16,11,0,1,1,0,1,0,14,0,0,0,0,0,0,1,0,0
5,9,6,1,1,1,1,1,1,21,0,0,0,1,1,0,0,0,0
5,17,5,0,1,1,1,1,1,49,1,0,0,2,0,0,0,0,1
6,9,0,0,1,1,1,1,1,18,0,0,0,1,1,0,0,0,0
5,11,4,0,1,1,0,1,0,16,0,0,0,0,0,0,0,1,0
6,16,5,0,1,1,1,1,1,18,0,0,0,1,0,0,0,0,1
6,21,10,0,1,1,0,1,0,19,0,0,0,0,0,0,1,0,0
5,1,4,0,1,1,1,1,1,58,1,0,0,2,0,0,0,0,1
6,9,4,1,1,1,1,1,1,59,1,1,0,2,0,0,0,0,1
5,10,2,0,1,1,0,1,0,13,0,0,0,0,0,0,1,0,0
6,16,1,1,1,1,1,1,1,51,1,1,0,2,0,1,0,0,0
6,16,1,0,1,1,1,1,1,32,0,0,0,1,0,0,0,0,1
5,10,3,0,1,1,0,1,0,19,0,0,0,0,0,0,1,0,0
6,15,0,0,1,1,1,1,1,20,0,1,0,1,0,0,0,0,1
6,14,7,0,1,1,0,1,0,10,0,0,0,0,0,0,1,0,0
5,10,3,0,1,1,0,1,0,13,0,0,0,0,0,0,1,0,0
6,18,6,0,1,1,1,1,1,22,0,0,0,1,1,0,0,0,0
6,15,5,0,1,1,0,1,0,11,0,0,0,0,0,0,0,1,0
6,18,5,0,1,1,1,1,1,29,0,0,0,1,0,0,0,0,1
4,7,0,0,1,1,1,1,1,54,1,0,0,2,0,1,0,0,0
6,18,4,0,1,1,1,1,1,28,0,0,0,1,0,0,0,0,1
5,15,6,1,1,1,1,1,1,49,1,0,0,2,0,1,0,0,0
6,1,1,1,1,1,1,1,1,46,1,0,0,2,0,0,0,0,1
5,13,1,0,1,1,1,1,1,48,0,0,0,2,0,0,0,0,1
4,2,3,1,1,1,1,1,1,59,1,1,0,2,0,1,0,0,0
5,11,0,1,1,1,1,1,1,51,1,0,0,2,0,1,0,0,0
5,10,11,0,1,1,0,1,0,13,0,0,0,0,0,0,0,1,0
6,21,0,0,1,1,0,1,0,13,0,0,0,0,0,0,0,1,0
5,10,8,0,1,1,1,1,1,22,1,0,0,1,0,0,0,0,1
6,9,4,1,1,1,1,1,1,34,0,1,0,1,0,0,0,0,1
5,4,2,1,1,1,1,1,1,35,1,0,0,2,0,1,0,0,0
4,16,6,1,1,1,1,1,1,36,0,0,0,2,0,1,0,0,0
6,14,2,0,1,1,0,1,0,16,0,0,0,0,0,0,0,1,0
5,13,1,1,1,1,1,1,1,31,1,0,0,2,0,0,0,0,1
5,5,4,0,1,1,1,1,1,31,0,0,0,1,1,0,0,0,0
6,12,8,0,1,1,1,1,1,28,0,0,0,1,0,0,0,0,1
5,13,4,0,1,1,1,1,1,50,1,0,0,2,0,0,0,0,1
5,17,6,0,1,1,1,1,1,25,0,0,0,1,0,0,0,0,1
5,14,6,0,1,1,0,1,0,16,0,0,0,0,0,0,0,1,0
5,15,2,0,1,1,0,1,0,19,0,0,0,0,0,0,0,1,0
6,18,10,0,1,1,0,1,0,16,0,0,0,0,0,0,1,0,0
5,19,0,0,1,1,1,1,1,25,0,0,0,1,1,0,0,0,0
5,11,10,0,1,1,0,1,0,19,0,0,0,0,0,0,0,1,0
5,16,4,1,1,1,1,1,1,59,1,0,0,2,0,0,0,0,1
6,12,5,0,1,1,0,1,0,19,0,0,0,0,0,0,1,0,0
